contract_id,condition,question_id,question_target,ground_truth,expect_clash,clash_type,validation_passed,total_attempts,hard_reject,hard_reject_reason,accepted_at_attempt,error,rouge_l,bertscore_precision,bertscore_recall,bertscore_f1,latency_rag,latency_extraction,latency_validation,latency_total
020,ovrag,Q1,Loan type classification,CLEAN,False,,True,1,False,,0,,0.2105,0.8512,0.8689,0.86,1.9928159713745117,4.274413108825684,0.8730192184448242,7.140352010726929
020,ovrag,Q2,Party classification,CLEAN,False,,True,1,False,,0,,0.3684,0.9216,0.9085,0.915,1.2900278568267822,6.435956954956055,0.8218939304351807,8.54800295829773
020,ovrag,Q3,SecuredLoan / UnsecuredLoan disjointness,CLEAN,False,,True,1,False,,0,,0.2667,0.8268,0.9231,0.8723,1.3957810401916504,4.401029109954834,0.8354401588439941,6.632339000701904
020,ovrag,Q4,OpenEndCredit / ClosedEndCredit disjointness,CLEAN,False,,True,1,False,,0,,0.4151,0.8936,0.9443,0.9183,1.349100112915039,6.46690821647644,0.8716938495635986,8.687848806381226
020,ovrag,Q5,Comprehensive extraction,CLEAN,False,,True,1,False,,0,,0.3368,0.83,0.8837,0.856,1.7377440929412842,7.678337335586548,0.8162829875946045,10.232605934143066
030,ovrag,Q1,Loan type classification,CLEAN,False,,False,4,True,"Answer failed ontology validation after 3 correction attempt(s). Last failure: LOGICAL INCONSISTENCY DETECTED
============================================================

The following assertions violate FIBO ontology constraints:

1. TheLoan1 (Loan) rdf:type OpenEndCredit (Class)
2. TheLoan1 (Loan) rdf:type ConsumerLoan (Class)
3. Huntington Bancshares (Entity) rdf:type FinancialInstitution (Class)
4. Laura Young (Entity) rdf:type NaturalPerson (Class)
5. TheLoan2 (Loan) rdf:type SecuredLoan (Class)
6. TheLoan2 (Loan) rdf:type ClosedEndCredit (Class)
7. Citibank (Entity) rdf:type FinancialInstitution (Class)
8. Thomas Brown (Entity) rdf:type NaturalPerson (Class)
9. TheLoan (Loan) rdf:type UnsecuredLoan (Class)
10. TheLoan (Loan) rdf:type OpenEndCredit (Class)
11. TheLoan (Loan) rdf:type ConsumerLoan (Class)
12. TheLoan (Loan) hasLender Huntington Bancshares (Lender)
13. TheLoan (Loan) hasBorrower Laura Young (Borrower)
14. TheLoan (Loan) hasLoanAmount USD 11,000.00 (Amount)
15. TheLoan (Loan) hasInterestRate 19.3% (InterestRate)
16. TheLoan (Loan) rdf:type SecuredLoan (Class)
17. TheLoan (Loan) rdf:type ClosedEndCredit (Class)
18. TheLoan (Loan) rdf:type Mortgage (Class)
19. TheLoan (Loan) hasLender Citibank (Lender)
20. TheLoan (Loan) hasBorrower Thomas Brown (Borrower)
21. TheLoan (Loan) hasLoanAmount USD 277,000.00 (Amount)
22. TheLoan (Loan) hasInterestRate 4.9% (InterestRate)
23. TheLoan (Loan) hasMaturityDate November 14, 2043 (Date)
24. TheLoan (Loan) hasCollateral First lien on property at 369 Walnut Way, Boston, MA 02101 (Collateral)

Possible violations:
• Disjointness: Entity cannot belong to disjoint classes
• Cardinality: Property exceeds allowed number of values
• Irreflexivity: Entity cannot have relation to itself
• Domain/Range: Property applied to incompatible entity types

Reasoner output: Java error message is: Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/RealEstateLoans/Mortgages @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/RealEstateLoans/Mortgages
Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/CommercialLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/CommercialLoans
Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/ConsumerLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/ConsumerLoans
Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/CardAccounts @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/CardAccounts
Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/StudentLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/StudentLoans
Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansGeneral/Loans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansGeneral/Loans
Feb 16, 2026 11:45:49 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/GreenLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/GreenLoans
ERROR: Ontology is inconsistent, run ""pellet explain"" to get the reason
",,,0.0471,0.7921,0.8655,0.8271,15.873167276382446,21.20847249031067,2.784964084625244,39.86716604232788
030,ovrag,Q2,Party classification,CLEAN,False,,True,1,False,,0,,0.3784,0.9203,0.8935,0.9067,1.00990891456604,4.300506114959717,0.9536271095275879,6.264193058013916
030,ovrag,Q3,SecuredLoan / UnsecuredLoan disjointness,CLEAN,False,,True,1,False,,0,,0.2,0.8224,0.9159,0.8667,0.9960372447967529,3.9358835220336914,0.9160590171813965,5.848042726516724
030,ovrag,Q4,OpenEndCredit / ClosedEndCredit disjointness,CLEAN,False,,True,1,False,,0,,0.5,0.9188,0.9421,0.9303,1.0858731269836426,4.795596122741699,0.9594101905822754,6.84096622467041
030,ovrag,Q5,Comprehensive extraction,CLEAN,False,,True,1,False,,0,,0.3095,0.8203,0.8812,0.8496,1.688122034072876,5.6694231033325195,1.1229948997497559,8.480738162994385
040,ovrag,Q1,Loan type classification,CLEAN,False,,True,1,False,,0,,0.303,0.8714,0.9257,0.8977,1.1996407508850098,6.0434839725494385,1.0354549884796143,8.278701066970825
040,ovrag,Q2,Party classification,CLEAN,False,,False,4,True,"Answer failed ontology validation after 3 correction attempt(s). Last failure: LOGICAL INCONSISTENCY DETECTED
============================================================

The following assertions violate FIBO ontology constraints:

1. LA-2025-040 (Loan) rdf:type UnsecuredLoan (Class)
2. LA-2025-040 (Loan) hasPrincipalAmount 37000.00 (MonetaryAmount)
3. Olivia Adams (Entity) rdf:type NaturalPerson (Class)
4. Citibank (Entity) rdf:type FinancialInstitution (Class)
5. LA-2025-010 (Loan) rdf:type SecuredLoan (Class)
6. LA-2025-010 (Loan) hasPrincipalAmount 277000.00 (MonetaryAmount)
7. Thomas Brown (Entity) rdf:type NaturalPerson (Class)
8. TheLoan (Loan) rdf:type UnsecuredLoan (Class)
9. TheLoan (Loan) rdf:type ClosedEndCredit (Class)
10. TheLoan (Loan) rdf:type ConsumerLoan (Class)
11. TheLoan (Loan) hasLender Citibank (FinancialInstitution)
12. TheLoan (Loan) hasBorrower Olivia Adams (NaturalPerson)
13. TheLoan (Loan) hasLoanAmount USD 37,000.00 (Literal)
14. TheLoan (Loan) hasInterestRate 9.8% (Literal)
15. TheLoan (Loan) hasMaturityDate September 23, 2030 (Literal)
16. TheLoan (Loan) rdf:type SecuredLoan (Class)
17. TheLoan (Loan) hasBorrower Thomas Brown (NaturalPerson)
18. TheLoan (Loan) hasLoanAmount USD 277,000.00 (Literal)
19. TheLoan (Loan) hasInterestRate 4.9% (Literal)
20. TheLoan (Loan) hasMaturityDate November 14, 2043 (Literal)
21. TheLoan (Loan) hasCollateral First lien on property at 369 Walnut Way, Boston, MA 02101 (Literal)

Possible violations:
• Disjointness: Entity cannot belong to disjoint classes
• Cardinality: Property exceeds allowed number of values
• Irreflexivity: Entity cannot have relation to itself
• Domain/Range: Property applied to incompatible entity types

Reasoner output: Java error message is: Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/RealEstateLoans/Mortgages @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/RealEstateLoans/Mortgages
Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/CommercialLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/CommercialLoans
Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/ConsumerLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/ConsumerLoans
Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/CardAccounts @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/CardAccounts
Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/StudentLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/StudentLoans
Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansGeneral/Loans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansGeneral/Loans
Feb 16, 2026 11:47:43 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/GreenLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/GreenLoans
ERROR: Ontology is inconsistent, run ""pellet explain"" to get the reason
",,,0.0968,0.7868,0.885,0.833,13.474898099899292,18.072999715805054,3.296940565109253,34.84615612030029
040,ovrag,Q3,SecuredLoan / UnsecuredLoan disjointness,CLEAN,False,,True,1,False,,0,,0.2,0.8248,0.9192,0.8695,1.3164992332458496,4.506433963775635,0.8395981788635254,6.662653207778931
040,ovrag,Q4,OpenEndCredit / ClosedEndCredit disjointness,CLEAN,False,,True,1,False,,0,,0.2791,0.8954,0.9091,0.9022,0.8927907943725586,5.128679990768433,0.862905740737915,6.88448691368103
040,ovrag,Q5,Comprehensive extraction,CLEAN,False,,True,1,False,,0,,0.3736,0.8393,0.9123,0.8743,1.5260260105133057,7.220423221588135,1.1378271579742432,9.884405136108398
061,ovrag,Q1,Loan type classification,CLASH,True,secured_unsecured,True,1,False,,0,,0.4444,0.8997,0.9152,0.9074,0.7613449096679688,3.3353569507598877,0.9372138977050781,5.034095048904419
061,ovrag,Q2,Party classification,CLASH,True,secured_unsecured,True,1,False,,0,,0.3,0.9028,0.8823,0.8924,1.0889511108398438,15.463160991668701,0.9192028045654297,17.471505165100098
061,ovrag,Q3,SecuredLoan / UnsecuredLoan disjointness,CLASH,True,secured_unsecured,False,4,True,"Answer failed ontology validation after 3 correction attempt(s). Last failure: LOGICAL INCONSISTENCY DETECTED
============================================================

The following assertions violate FIBO ontology constraints:

1. TheLoan (Loan) rdf:type SecuredLoan (Class)
2. TheLoan (Loan) rdf:type UnsecuredLoan (Class)
3. TheLoan (Loan) rdf:type CommercialLoan (Class)
4. TheLender (Lender) rdf:type FinancialInstitution (Class)
5. TheBorrower (Borrower) rdf:type Corporation (Class)
6. TheLoan (Loan) hasLender Commerce Bank of America (Lender)
7. TheLoan (Loan) hasBorrower ACME Industries LLC (Borrower)
8. TheLoan (Loan) hasLoanAmount USD 1,296,000.00 (Literal)
9. TheLoan (Loan) hasInterestRate 5.4% (Literal)
10. TheLoan (Loan) hasMaturityDate November 11, 2032 (Literal)

Possible violations:
• Disjointness: Entity cannot belong to disjoint classes
• Cardinality: Property exceeds allowed number of values
• Irreflexivity: Entity cannot have relation to itself
• Domain/Range: Property applied to incompatible entity types

Reasoner output: Java error message is: Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/RealEstateLoans/Mortgages @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/RealEstateLoans/Mortgages
Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/CommercialLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/CommercialLoans
Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/ConsumerLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/ConsumerLoans
Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/CardAccounts @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/CardAccounts
Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/StudentLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/StudentLoans
Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansGeneral/Loans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansGeneral/Loans
Feb 16, 2026 11:49:29 PM org.mindswap.pellet.jena.graph.loader.DefaultGraphLoader addUnsupportedFeature
WARNING: Unsupported axiom: Ignoring triple with unknown property from OWL namespace: https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansSpecific/GreenLoans @owl:versionIRI https://spec.edmcouncil.org/fibo/ontology/master/latest/LOAN/LoansSpecific/GreenLoans
ERROR: Ontology is inconsistent, run ""pellet explain"" to get the reason
",,,0.4848,0.9263,0.9473,0.9367,4.207675218582153,9.038612842559814,2.5617096424102783,15.808318853378296
